BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
PN5CG.vae.199360_k141_343084.region001	k141_343084	k141_343084	RRE-containing	RiPPs		
PN5CG.vae.199360_k141_512771.region001	k141_512771	k141_512771	NRPS	NRPS		
PN5CG.vae.199360_k141_63282.region001	k141_63282	k141_63282	ranthipeptide	RiPPs		
PN5CG.vae.22005_k141_344935.region001	k141_344935	k141_344935	cyclic-lactone-autoinducer	RiPPs		
PN5CG.vae.28743_k141_179022.region001	k141_179022	k141_179022	ranthipeptide	RiPPs		
PN5CG.vae.28743_k141_355310.region001	k141_355310	k141_355310	ranthipeptide	RiPPs		
PN5CG.vae.28743_k141_510378.region001	k141_510378	k141_510378	RRE-containing	RiPPs		
PN5CG.vae.35720_k141_270790.region001	k141_270790	k141_270790	RRE-containing	RiPPs		
PN5CG.vae.35720_k141_591015.region001	k141_591015	k141_591015	ranthipeptide	RiPPs		
PN5CG.vae.4833_k141_101189.region001	k141_101189	k141_101189	ranthipeptide	RiPPs		
PN5CG.vae.5625_k141_178485.region001	k141_178485	k141_178485	ranthipeptide	RiPPs		
PN5CG.vae.5625_k141_273021.region001	k141_273021	k141_273021	RRE-containing	RiPPs		
PN5CG.vae.5625_k141_671929.region001	k141_671929	k141_671929	cyclic-lactone-autoinducer	RiPPs		
PN5CG.vae.60887_k141_344577.region001	k141_344577	k141_344577	ranthipeptide	RiPPs		
PN5CG.vae.7294_k141_670835.region001	k141_670835	k141_670835	ranthipeptide	RiPPs		
PN5DD.vae.1819_k141_33052.region001	k141_33052	k141_33052	lassopeptide	RiPPs		
PN5DH.vae.4177_k141_27725.region001	k141_27725	k141_27725	RiPP-like	RiPPs		
PN5GA.bin.13_k141_500081.region001	k141_500081	k141_500081	arylpolyene	Others		
PN5GA.bin.40_k141_141898.region001	k141_141898	k141_141898	RRE-containing	RiPPs		
PN5GA.bin.61_k141_61596.region001	k141_61596	k141_61596	phenazine	Others		
PN5GA.bin.78_k141_178702.region001	k141_178702	k141_178702	arylpolyene	Others		
PN5GA.bin.78_k141_42334.region001	k141_42334	k141_42334	arylpolyene	Others		
PN5GA.vae.3470_k141_41135.region001	k141_41135	k141_41135	ranthipeptide	RiPPs		
PN5GA.vae.6292_k141_340149.region001	k141_340149	k141_340149	RiPP-like	RiPPs		
PN5GA.vae.6292_k141_437071.region001	k141_437071	k141_437071	phenazine	Others		
PN5GA.vae.9476_k141_439864.region001	k141_439864	k141_439864	phenazine	Others		
PN5GB.bin.40_k141_241046.region001	k141_241046	k141_241046	arylpolyene	Others		
PN5GB.vae.492_k141_111199.region001	k141_111199	k141_111199	cyclic-lactone-autoinducer	RiPPs		
PN5GC.vae.21669_k141_212238.region001	k141_212238	k141_212238	RiPP-like	RiPPs		
PN5GC.vae.6697_k141_172305.region001	k141_172305	k141_172305	ranthipeptide	RiPPs		
PN5GD.bin.36_k141_349035.region001	k141_349035	k141_349035	ranthipeptide	RiPPs		
PN5GD.bin.36_k141_398013.region001	k141_398013	k141_398013	ranthipeptide	RiPPs		
PN5GD.bin.41_k141_226607.region001	k141_226607	k141_226607	arylpolyene	Others		
PN5GD.bin.41_k141_405454.region001	k141_405454	k141_405454	arylpolyene	Others		
PN5GD.bin.7_k141_56012.region001	k141_56012	k141_56012	ranthipeptide	RiPPs		
PN5GD.vae.15825_k141_62910.region001	k141_62910	k141_62910	ranthipeptide	RiPPs		
PN5GD.vae.1888_k141_343747.region001	k141_343747	k141_343747	ranthipeptide	RiPPs		
PN5GD.vae.2899_k141_128209.region001	k141_128209	k141_128209	ranthipeptide	RiPPs		
PN5GD.vae.2899_k141_480125.region001	k141_480125	k141_480125	cyclic-lactone-autoinducer	RiPPs		
PN5GD.vae.3796_k141_329562.region001	k141_329562	k141_329562	arylpolyene	Others		
PN5GE.bin.10_k141_174256.region001	k141_174256	k141_174256	arylpolyene	Others		
PN5GE.bin.10_k141_48327.region001	k141_48327	k141_48327	arylpolyene	Others		
PN5GE.bin.33_k141_365909.region001	k141_365909	k141_365909	arylpolyene	Others		
PN5GF.bin.14_k141_387688.region001	k141_387688	k141_387688	ranthipeptide	RiPPs		
PN5GF.vae.5113_k141_448752.region001	k141_448752	k141_448752	arylpolyene	Others		
PN5GF.vae.5420_k141_356308.region001	k141_356308	k141_356308	RiPP-like	RiPPs		
PN5GG.bin.34_k141_266817.region001	k141_266817	k141_266817	T3PKS	PKSother		
PN5GG.bin.49_k141_415102.region001	k141_415102	k141_415102	RRE-containing	RiPPs		
PN5GG.bin.53_k141_336092.region001	k141_336092	k141_336092	RRE-containing	RiPPs		
PN5GG.bin.8_k141_121363.region001	k141_121363	k141_121363	ranthipeptide	RiPPs		
PN5GG.bin.97_k141_471948.region001	k141_471948	k141_471948	arylpolyene	Others		
PN5GG.vae.1528_k141_45276.region001	k141_45276	k141_45276	RiPP-like	RiPPs		
PN5GG.vae.1528_k141_86906.region001	k141_86906	k141_86906	RRE-containing	RiPPs		
PN5GG.vae.411_k141_57752.region001	k141_57752	k141_57752	ranthipeptide	RiPPs		
PN5GG.vae.4815_k141_164428.region001	k141_164428	k141_164428	phenazine	Others		
PN5GH.bin.45_k141_501862.region001	k141_501862	k141_501862	RiPP-like	RiPPs		
PN5GH.bin.51_k141_188988.region001	k141_188988	k141_188988	arylpolyene	Others		
PN5GH.bin.51_k141_409021.region001	k141_409021	k141_409021	arylpolyene	Others		
PN5GH.vae.19480_k141_33579.region001	k141_33579	k141_33579	RRE-containing	RiPPs		
PN5GH.vae.22826_k141_377118.region001	k141_377118	k141_377118	RRE-containing	RiPPs		
PN5GH.vae.2826_k141_45143.region001	k141_45143	k141_45143	ranthipeptide	RiPPs		
PN5GH.vae.8099_k141_432486.region001	k141_432486	k141_432486	arylpolyene	Others		
PN5GH.vae.8099_k141_523622.region001	k141_523622	k141_523622	arylpolyene	Others		
PN5GH.vae.8520_k141_516806.region001	k141_516806	k141_516806	arylpolyene	Others		
PN5IA.bin.19_k141_114644.region001	k141_114644	k141_114644	arylpolyene.resorcinol	Others		
PN5IA.bin.19_k141_53358.region001	k141_53358	k141_53358	arylpolyene	Others		
PN5IA.vae.3509_k141_11291.region001	k141_11291	k141_11291	lanthipeptide-class-iv	RiPPs		
PN5IA.vae.3509_k141_120331.region001	k141_120331	k141_120331	RiPP-like	RiPPs		
PN5IA.vae.3509_k141_76454.region001	k141_76454	k141_76454	RiPP-like	RiPPs		
PN5IA.vae.7499_k141_186929.region001	k141_186929	k141_186929	RiPP-like	RiPPs		
PN5IB.vae.17448_k141_176301.region001	k141_176301	k141_176301	RiPP-like	RiPPs		
PN5IB.vae.5283_k141_197562.region001	k141_197562	k141_197562	ranthipeptide	RiPPs		
PN5IB.vae.5283_k141_210344.region001	k141_210344	k141_210344	NRPS	NRPS		
PN5IB.vae.5283_k141_31264.region001	k141_31264	k141_31264	RRE-containing	RiPPs		
PN5IC.bin.30_k141_31578.region001	k141_31578	k141_31578	betalactone	Others		
PN5IC.bin.30_k141_45503.region001	k141_45503	k141_45503	RiPP-like	RiPPs		
PN5IC.bin.30_k141_56818.region001	k141_56818	k141_56818	siderophore	Others		
PN5ID.vae.2100_k141_14944.region001	k141_14944	k141_14944	ranthipeptide	RiPPs		
PN5IE.bin.107_k141_112566.region001	k141_112566	k141_112566	RRE-containing	RiPPs		
PN5IE.bin.107_k141_208655.region001	k141_208655	k141_208655	RRE-containing	RiPPs		
PN5IE.bin.111_k141_290985.region001	k141_290985	k141_290985	ranthipeptide	RiPPs		
PN5IE.bin.2_k141_64161.region001	k141_64161	k141_64161	betalactone	Others		
PN5IE.bin.56_k141_196116.region001	k141_196116	k141_196116	RRE-containing	RiPPs		
PN5IE.bin.89_k141_143137.region001	k141_143137	k141_143137	betalactone	Others		
PN5IE.bin.94_k141_62581.region001	k141_62581	k141_62581	RRE-containing	RiPPs		
PN5IE.vae.15030_k141_127590.region001	k141_127590	k141_127590	RRE-containing	RiPPs		
PN5IE.vae.204043_k141_146462.region001	k141_146462	k141_146462	NRPS	NRPS		
PN5IE.vae.204043_k141_271031.region001	k141_271031	k141_271031	cyclic-lactone-autoinducer	RiPPs		
PN5IE.vae.4569_k141_290330.region001	k141_290330	k141_290330	lanthipeptide-class-ii	RiPPs		
PN5IE.vae.4569_k141_59573.region001	k141_59573	k141_59573	RRE-containing	RiPPs		
PN5IE.vae.4569_k141_91253.region001	k141_91253	k141_91253	cyclic-lactone-autoinducer	RiPPs		
PN5IE.vae.7612_k141_262061.region001	k141_262061	k141_262061	betalactone	Others		
PN5IF.vae.1073_k141_26220.region001	k141_26220	k141_26220	ranthipeptide	RiPPs		
PN5IH.bin.38_k141_167835.region001	k141_167835	k141_167835	RiPP-like	RiPPs		
PN5IH.bin.38_k141_205107.region001	k141_205107	k141_205107	T3PKS	PKSother		
PN5IH.bin.38_k141_222717.region001	k141_222717	k141_222717	furan	Others		
PN5IH.bin.38_k141_92691.region001	k141_92691	k141_92691	cyclic-lactone-autoinducer	RiPPs		
PN5IH.vae.665_k141_71366.region001	k141_71366	k141_71366	phenazine	Others		
PN5JB.vae.22710_k141_59126.region001	k141_59126	k141_59126	ranthipeptide	RiPPs		
PN5JB.vae.7699_k141_7952.region001	k141_7952	k141_7952	T3PKS	PKSother		
PN5JC.vae.770_k141_17272.region001	k141_17272	k141_17272	T3PKS	PKSother		
PN5JC.vae.770_k141_18856.region001	k141_18856	k141_18856	RiPP-like	RiPPs		
PN5JC.vae.770_k141_73448.region001	k141_73448	k141_73448	RiPP-like	RiPPs		
PN5JD.bin.136_k141_173248.region001	k141_173248	k141_173248	RRE-containing	RiPPs		
PN5JD.bin.136_k141_492547.region001	k141_492547	k141_492547	RRE-containing	RiPPs		
PN5JD.bin.136_k141_509416.region001	k141_509416	k141_509416	ranthipeptide	RiPPs		
PN5JD.bin.61_k141_73938.region001	k141_73938	k141_73938	ranthipeptide	RiPPs		
PN5JD.bin.61_k141_87247.region001	k141_87247	k141_87247	RRE-containing	RiPPs		
PN5JD.bin.97_k141_489098.region001	k141_489098	k141_489098	ranthipeptide	RiPPs		
PN5JD.bin.97_k141_554109.region001	k141_554109	k141_554109	ranthipeptide	RiPPs		
PN5JD.vae.11136_k141_447504.region001	k141_447504	k141_447504	betalactone	Others		
PN5JD.vae.18303_k141_295376.region001	k141_295376	k141_295376	arylpolyene	Others		
PN5JD.vae.18609_k141_497391.region001	k141_497391	k141_497391	betalactone	Others		
PN5JD.vae.18609_k141_540078.region001	k141_540078	k141_540078	ranthipeptide	RiPPs		
PN5JD.vae.51024_k141_534663.region001	k141_534663	k141_534663	NRPS	NRPS		
PN5JD.vae.51024_k141_535335.region001	k141_535335	k141_535335	ranthipeptide	RiPPs		
PN5JD.vae.771_k141_41757.region001	k141_41757	k141_41757	RRE-containing	RiPPs		
PN5JD.vae.7980_k141_149476.region001	k141_149476	k141_149476	ranthipeptide	RiPPs		
PN5JD.vae.7980_k141_223431.region001	k141_223431	k141_223431	RRE-containing	RiPPs		
PN5JD.vae.7980_k141_323266.region001	k141_323266	k141_323266	cyclic-lactone-autoinducer	RiPPs		
PN5JD.vae.7980_k141_333241.region001	k141_333241	k141_333241	NRPS	NRPS		
PN5JF.vae.2346_k141_9364.region001	k141_9364	k141_9364	T3PKS	PKSother		
PN5JH.bin.120_k141_57131.region001	k141_57131	k141_57131	ranthipeptide	RiPPs		
PN5JH.bin.28_k141_10988.region001	k141_10988	k141_10988	ranthipeptide	RiPPs		
PN5JH.vae.14177_k141_539473.region001	k141_539473	k141_539473	RRE-containing	RiPPs		
PN5JH.vae.4748_k141_158648.region001	k141_158648	k141_158648	ranthipeptide	RiPPs		
PN5JH.vae.50979_k141_206569.region001	k141_206569	k141_206569	NRPS-like	NRPS		
PN5JH.vae.50979_k141_31849.region001	k141_31849	k141_31849	RRE-containing	RiPPs		
PN5LA.bin.105_k141_312357.region001	k141_312357	k141_312357	NRPS	NRPS		
PN5LA.bin.15_k141_378159.region001	k141_378159	k141_378159	RRE-containing	RiPPs		
PN5LA.bin.15_k141_90785.region001	k141_90785	k141_90785	ranthipeptide	RiPPs		
PN5LA.bin.166_k141_154580.region001	k141_154580	k141_154580	RRE-containing	RiPPs		
PN5LA.bin.172_k141_237232.region001	k141_237232	k141_237232	ranthipeptide	RiPPs		
PN5LA.bin.172_k141_48899.region001	k141_48899	k141_48899	lassopeptide	RiPPs		
PN5LA.bin.181_k141_115200.region001	k141_115200	k141_115200	cyclic-lactone-autoinducer	RiPPs		
PN5LA.bin.181_k141_115200.region002	k141_115200	k141_115200	ranthipeptide	RiPPs		
PN5LA.bin.181_k141_32202.region001	k141_32202	k141_32202	cyclic-lactone-autoinducer	RiPPs		
PN5LA.bin.181_k141_333341.region001	k141_333341	k141_333341	NRPS-like	NRPS		
PN5LA.bin.181_k141_354816.region001	k141_354816	k141_354816	betalactone.cyclic-lactone-autoinducer	Others		
PN5LA.bin.182_k141_20306.region001	k141_20306	k141_20306	ranthipeptide	RiPPs		
PN5LA.bin.224_k141_11766.region001	k141_11766	k141_11766	ranthipeptide	RiPPs		
PN5LA.bin.56_k141_155280.region001	k141_155280	k141_155280	RRE-containing	RiPPs		
PN5LA.bin.70_k141_173346.region001	k141_173346	k141_173346	RRE-containing	RiPPs		
PN5LA.bin.70_k141_441192.region001	k141_441192	k141_441192	RRE-containing	RiPPs		
PN5LA.bin.95_k141_275405.region001	k141_275405	k141_275405	RRE-containing	RiPPs		
PN5LA.vae.17488_k141_314066.region001	k141_314066	k141_314066	ranthipeptide	RiPPs		
PN5LA.vae.17488_k141_439746.region001	k141_439746	k141_439746	RiPP-like	RiPPs		
PN5LA.vae.33494_k141_344443.region001	k141_344443	k141_344443	cyclic-lactone-autoinducer	RiPPs		
PN5LA.vae.36836_k141_235832.region001	k141_235832	k141_235832	ranthipeptide	RiPPs		
PN5LA.vae.4040_k141_341506.region001	k141_341506	k141_341506	ranthipeptide	RiPPs		
PN5LA.vae.7976_k141_370560.region001	k141_370560	k141_370560	ranthipeptide	RiPPs		
PN5LA.vae.7976_k141_374703.region001	k141_374703	k141_374703	ranthipeptide	RiPPs		
PN5LB.bin.117_k141_514448.region001	k141_514448	k141_514448	ranthipeptide	RiPPs		
PN5LB.bin.143_k141_77206.region001	k141_77206	k141_77206	ranthipeptide	RiPPs		
PN5LB.bin.165_k141_381551.region001	k141_381551	k141_381551	ranthipeptide	RiPPs		
PN5LB.bin.186_k141_31465.region001	k141_31465	k141_31465	lanthipeptide-class-i	RiPPs		
PN5LB.bin.186_k141_738844.region001	k141_738844	k141_738844	ranthipeptide	RiPPs		
PN5LB.bin.198_k141_582327.region001	k141_582327	k141_582327	cyclic-lactone-autoinducer	RiPPs		
PN5LB.bin.198_k141_70033.region001	k141_70033	k141_70033	ranthipeptide	RiPPs		
PN5LB.bin.263_k141_434814.region001	k141_434814	k141_434814	terpene	Terpene		
PN5LB.bin.69_k141_356996.region001	k141_356996	k141_356996	ranthipeptide	RiPPs		
PN5LB.bin.82_k141_580448.region001	k141_580448	k141_580448	ranthipeptide	RiPPs		
PN5LB.vae.10171_k141_585762.region001	k141_585762	k141_585762	lassopeptide	RiPPs		
PN5LB.vae.12198_k141_511280.region001	k141_511280	k141_511280	cyclic-lactone-autoinducer	RiPPs		
PN5LB.vae.12257_k141_395381.region001	k141_395381	k141_395381	RRE-containing	RiPPs		
PN5LB.vae.1462_k141_440400.region001	k141_440400	k141_440400	ranthipeptide	RiPPs		
PN5LB.vae.1462_k141_464319.region001	k141_464319	k141_464319	NRPS	NRPS		
PN5LB.vae.1462_k141_58121.region001	k141_58121	k141_58121	RRE-containing	RiPPs		
PN5LB.vae.1504_k141_421381.region001	k141_421381	k141_421381	ranthipeptide	RiPPs		
PN5LB.vae.17278_k141_198046.region001	k141_198046	k141_198046	ranthipeptide	RiPPs		
PN5LB.vae.17278_k141_213517.region001	k141_213517	k141_213517	NRPS-like	NRPS		
PN5LB.vae.2012_k141_11400.region001	k141_11400	k141_11400	RRE-containing	RiPPs		
PN5LB.vae.2012_k141_724098.region001	k141_724098	k141_724098	NRPS-like	NRPS		
PN5LB.vae.22194_k141_315336.region001	k141_315336	k141_315336	NRPS	NRPS		
PN5LB.vae.22194_k141_451688.region001	k141_451688	k141_451688	cyclic-lactone-autoinducer	RiPPs		
PN5LB.vae.22194_k141_67767.region001	k141_67767	k141_67767	ranthipeptide	RiPPs		
PN5LB.vae.23756_k141_259048.region001	k141_259048	k141_259048	RRE-containing.lassopeptide	RiPPs		
PN5LB.vae.23756_k141_374914.region001	k141_374914	k141_374914	ranthipeptide	RiPPs		
PN5LB.vae.23756_k141_491645.region001	k141_491645	k141_491645	RiPP-like	RiPPs		
PN5LB.vae.5420_k141_322880.region001	k141_322880	k141_322880	NRPS	NRPS		
PN5LB.vae.6081_k141_257396.region001	k141_257396	k141_257396	RRE-containing	RiPPs		
PN5LB.vae.6081_k141_304095.region001	k141_304095	k141_304095	arylpolyene	Others		
PN5LC.bin.113_k141_586311.region001	k141_586311	k141_586311	ranthipeptide	RiPPs		
PN5LC.bin.150_k141_110493.region001	k141_110493	k141_110493	arylpolyene	Others		
PN5LC.bin.162_k141_512439.region001	k141_512439	k141_512439	RRE-containing	RiPPs		
PN5LC.bin.162_k141_629905.region001	k141_629905	k141_629905	RRE-containing	RiPPs		
PN5LC.bin.162_k141_764177.region001	k141_764177	k141_764177	lassopeptide	RiPPs		
PN5LC.bin.191_k141_184817.region001	k141_184817	k141_184817	lanthipeptide-class-ii	RiPPs		
PN5LC.bin.191_k141_689438.region001	k141_689438	k141_689438	ranthipeptide	RiPPs		
PN5LC.bin.9_k141_261830.region001	k141_261830	k141_261830	ranthipeptide	RiPPs		
PN5LC.vae.12746_k141_450231.region001	k141_450231	k141_450231	cyclic-lactone-autoinducer	RiPPs		
PN5LC.vae.31690_k141_473321.region001	k141_473321	k141_473321	ranthipeptide	RiPPs		
PN5LC.vae.38215_k141_206646.region001	k141_206646	k141_206646	ranthipeptide	RiPPs		
PN5LC.vae.3858_k141_560870.region001	k141_560870	k141_560870	cyclic-lactone-autoinducer	RiPPs		
PN5LC.vae.6619_k141_203061.region001	k141_203061	k141_203061	ranthipeptide	RiPPs		
PN5LC.vae.8673_k141_617441.region001	k141_617441	k141_617441	ranthipeptide	RiPPs		
PN5LC.vae.9455_k141_231732.region001	k141_231732	k141_231732	RRE-containing	RiPPs		
PN5LC.vae.9455_k141_398139.region001	k141_398139	k141_398139	cyclic-lactone-autoinducer	RiPPs		
PN5LC.vae.9455_k141_421788.region001	k141_421788	k141_421788	ranthipeptide	RiPPs		
PN5LC.vae.9455_k141_452143.region001	k141_452143	k141_452143	cyclic-lactone-autoinducer	RiPPs		
PN5LC.vae.9455_k141_637579.region001	k141_637579	k141_637579	cyclic-lactone-autoinducer	RiPPs		
PN5LD.bin.148_k141_73441.region001	k141_73441	k141_73441	ranthipeptide	RiPPs		
PN5LD.bin.185_k141_204359.region001	k141_204359	k141_204359	RRE-containing	RiPPs		
PN5LD.bin.185_k141_304203.region001	k141_304203	k141_304203	RRE-containing	RiPPs		
PN5LD.bin.185_k141_71080.region001	k141_71080	k141_71080	cyclic-lactone-autoinducer	RiPPs		
PN5LD.bin.185_k141_747119.region001	k141_747119	k141_747119	ranthipeptide	RiPPs		
PN5LD.bin.185_k141_9528.region001	k141_9528	k141_9528	cyclic-lactone-autoinducer	RiPPs		
PN5LD.bin.54_k141_687290.region001	k141_687290	k141_687290	ranthipeptide	RiPPs		
PN5LD.bin.59_k141_704825.region001	k141_704825	k141_704825	betalactone	Others		
PN5LD.bin.61_k141_727536.region001	k141_727536	k141_727536	ranthipeptide	RiPPs		
PN5LD.bin.63_k141_773921.region001	k141_773921	k141_773921	RRE-containing	RiPPs		
PN5LD.vae.11069_k141_594755.region001	k141_594755	k141_594755	ranthipeptide	RiPPs		
PN5LD.vae.12340_k141_269933.region001	k141_269933	k141_269933	ranthipeptide	RiPPs		
PN5LD.vae.12589_k141_350688.region001	k141_350688	k141_350688	ranthipeptide	RiPPs		
PN5LD.vae.12589_k141_567397.region001	k141_567397	k141_567397	lassopeptide	RiPPs		
PN5LD.vae.12589_k141_707413.region001	k141_707413	k141_707413	RRE-containing	RiPPs		
PN5LD.vae.13242_k141_439443.region001	k141_439443	k141_439443	arylpolyene	Others		
PN5LD.vae.13242_k141_469959.region001	k141_469959	k141_469959	RRE-containing	RiPPs		
PN5LD.vae.13242_k141_792530.region001	k141_792530	k141_792530	arylpolyene	Others		
PN5LD.vae.1556_k141_255945.region001	k141_255945	k141_255945	ranthipeptide	RiPPs		
PN5LD.vae.16582_k141_7928.region001	k141_7928	k141_7928	ranthipeptide	RiPPs		
PN5LD.vae.18976_k141_49810.region001	k141_49810	k141_49810	ranthipeptide	RiPPs		
PN5LD.vae.5124_k141_618732.region001	k141_618732	k141_618732	RRE-containing	RiPPs		
PN5LD.vae.5598_k141_255857.region001	k141_255857	k141_255857	cyclic-lactone-autoinducer	RiPPs		
PN5LD.vae.5598_k141_466079.region001	k141_466079	k141_466079	ranthipeptide	RiPPs		
PN5LD.vae.7877_k141_433251.region001	k141_433251	k141_433251	ranthipeptide	RiPPs		
PN5LD.vae.9312_k141_252150.region001	k141_252150	k141_252150	cyclic-lactone-autoinducer	RiPPs		
PN5LD.vae.9312_k141_274864.region001	k141_274864	k141_274864	cyclic-lactone-autoinducer	RiPPs		
PN5LD.vae.9312_k141_458525.region001	k141_458525	k141_458525	cyclic-lactone-autoinducer	RiPPs		
PN5LD.vae.9312_k141_5084.region001	k141_5084	k141_5084	ranthipeptide	RiPPs		
PN5LD.vae.9312_k141_754833.region001	k141_754833	k141_754833	RRE-containing	RiPPs		
PN5LE.bin.156_k141_149559.region001	k141_149559	k141_149559	RRE-containing	RiPPs		
PN5LE.bin.156_k141_337264.region001	k141_337264	k141_337264	ranthipeptide	RiPPs		
PN5LE.bin.182_k141_442827.region001	k141_442827	k141_442827	ranthipeptide	RiPPs		
PN5LE.bin.190_k141_103656.region001	k141_103656	k141_103656	arylpolyene	Others		
PN5LE.bin.190_k141_11431.region001	k141_11431	k141_11431	RRE-containing	RiPPs		
PN5LE.bin.190_k141_324174.region001	k141_324174	k141_324174	arylpolyene	Others		
PN5LE.bin.199_k141_429582.region001	k141_429582	k141_429582	cyclic-lactone-autoinducer	RiPPs		
PN5LE.bin.201_k141_179062.region001	k141_179062	k141_179062	RRE-containing	RiPPs		
PN5LE.bin.201_k141_25595.region001	k141_25595	k141_25595	ranthipeptide	RiPPs		
PN5LE.bin.201_k141_466768.region001	k141_466768	k141_466768	ranthipeptide	RiPPs		
PN5LE.bin.216_k141_212159.region001	k141_212159	k141_212159	ranthipeptide	RiPPs		
PN5LE.bin.22_k141_375976.region001	k141_375976	k141_375976	RRE-containing	RiPPs		
PN5LE.bin.54_k141_30454.region001	k141_30454	k141_30454	ranthipeptide	RiPPs		
PN5LE.bin.79_k141_460580.region001	k141_460580	k141_460580	RRE-containing	RiPPs		
PN5LE.vae.10689_k141_233054.region001	k141_233054	k141_233054	RRE-containing	RiPPs		
PN5LE.vae.12189_k141_395983.region001	k141_395983	k141_395983	RRE-containing	RiPPs		
PN5LE.vae.12265_k141_146742.region001	k141_146742	k141_146742	ranthipeptide	RiPPs		
PN5LE.vae.12265_k141_182637.region001	k141_182637	k141_182637	RRE-containing	RiPPs		
PN5LE.vae.12265_k141_225726.region001	k141_225726	k141_225726	RRE-containing	RiPPs		
PN5LE.vae.12265_k141_304686.region001	k141_304686	k141_304686	RRE-containing	RiPPs		
PN5LE.vae.15748_k141_460412.region001	k141_460412	k141_460412	ranthipeptide	RiPPs		
PN5LE.vae.18766_k141_133614.region001	k141_133614	k141_133614	terpene	Terpene		
PN5LE.vae.18766_k141_61340.region001	k141_61340	k141_61340	arylpolyene	Others		
PN5LE.vae.7329_k141_115375.region001	k141_115375	k141_115375	RRE-containing	RiPPs		
PN5LE.vae.7329_k141_196373.region001	k141_196373	k141_196373	terpene	Terpene		
PN5LE.vae.7329_k141_332209.region001	k141_332209	k141_332209	NRPS	NRPS		
PN5LE.vae.7329_k141_404486.region001	k141_404486	k141_404486	LAP.proteusin	RiPPs		
PN5LF.bin.107_k141_138187.region001	k141_138187	k141_138187	cyclic-lactone-autoinducer	RiPPs		
PN5LF.bin.107_k141_244109.region001	k141_244109	k141_244109	RRE-containing	RiPPs		
PN5LF.bin.107_k141_277968.region001	k141_277968	k141_277968	cyclic-lactone-autoinducer	RiPPs		
PN5LF.bin.107_k141_37612.region001	k141_37612	k141_37612	cyclic-lactone-autoinducer	RiPPs		
PN5LF.bin.107_k141_389398.region001	k141_389398	k141_389398	cyclic-lactone-autoinducer	RiPPs		
PN5LF.bin.107_k141_419452.region001	k141_419452	k141_419452	cyclic-lactone-autoinducer	RiPPs		
PN5LF.bin.107_k141_530726.region001	k141_530726	k141_530726	cyclic-lactone-autoinducer	RiPPs		
PN5LF.bin.107_k141_590316.region001	k141_590316	k141_590316	ranthipeptide	RiPPs		
PN5LF.bin.107_k141_6370.region001	k141_6370	k141_6370	NRPS	NRPS		
PN5LF.bin.119_k141_109333.region001	k141_109333	k141_109333	ranthipeptide	RiPPs		
PN5LF.bin.119_k141_189047.region001	k141_189047	k141_189047	NRPS	NRPS		
PN5LF.bin.119_k141_721817.region001	k141_721817	k141_721817	NRPS-like	NRPS		
PN5LF.bin.11_k141_548456.region001	k141_548456	k141_548456	arylpolyene	Others		
PN5LF.bin.157_k141_146891.region001	k141_146891	k141_146891	RRE-containing	RiPPs		
PN5LF.bin.157_k141_276632.region001	k141_276632	k141_276632	RRE-containing	RiPPs		
PN5LF.bin.157_k141_317871.region001	k141_317871	k141_317871	RRE-containing	RiPPs		
PN5LF.bin.177_k141_747176.region001	k141_747176	k141_747176	terpene	Terpene		
PN5LF.bin.295_k141_445122.region001	k141_445122	k141_445122	ranthipeptide	RiPPs		
PN5LF.bin.37_k141_335432.region001	k141_335432	k141_335432	betalactone	Others		
PN5LF.bin.48_k141_199954.region001	k141_199954	k141_199954	ranthipeptide	RiPPs		
PN5LF.bin.48_k141_691082.region001	k141_691082	k141_691082	cyclic-lactone-autoinducer	RiPPs		
PN5LF.bin.68_k141_698033.region001	k141_698033	k141_698033	RRE-containing	RiPPs		
PN5LF.bin.80_k141_629606.region001	k141_629606	k141_629606	arylpolyene	Others		
PN5LF.bin.80_k141_693292.region001	k141_693292	k141_693292	RRE-containing	RiPPs		
PN5LF.vae.10630_k141_641153.region001	k141_641153	k141_641153	ranthipeptide	RiPPs		
PN5LF.vae.11574_k141_385046.region001	k141_385046	k141_385046	betalactone	Others		
PN5LF.vae.11794_k141_635192.region001	k141_635192	k141_635192	ranthipeptide	RiPPs		
PN5LF.vae.11880_k141_37843.region001	k141_37843	k141_37843	RiPP-like	RiPPs		
PN5LF.vae.11880_k141_500116.region001	k141_500116	k141_500116	ranthipeptide	RiPPs		
PN5LF.vae.16661_k141_195950.region001	k141_195950	k141_195950	RRE-containing	RiPPs		
PN5LF.vae.1675_k141_664322.region001	k141_664322	k141_664322	RRE-containing	RiPPs		
PN5LF.vae.16822_k141_374350.region001	k141_374350	k141_374350	ranthipeptide	RiPPs		
PN5LF.vae.17537_k141_108708.region001	k141_108708	k141_108708	RRE-containing	RiPPs		
PN5LF.vae.17537_k141_221602.region001	k141_221602	k141_221602	RRE-containing	RiPPs		
PN5LF.vae.17537_k141_44920.region001	k141_44920	k141_44920	RRE-containing	RiPPs		
PN5LF.vae.17537_k141_732613.region001	k141_732613	k141_732613	ranthipeptide	RiPPs		
PN5LF.vae.19924_k141_695717.region001	k141_695717	k141_695717	ranthipeptide	RiPPs		
PN5LF.vae.20480_k141_237683.region001	k141_237683	k141_237683	ladderane	Others		
