genomospecies	GCF	BGC	GCC	Accession_ID	Description	Product_Prediction	BiGSCAPE_class	Organism	Taxonomy	length	genome	source	domain	phylum	class	order	family	genus	species
PN6RB.vae.2191	GCF14860	PN3RE.vae.8957_k141_2100175.region001	GCC08831	k141_2100175	k141_2100175	ranthipeptide	RiPPs	NA	NA	19962	PN3RE.vae.8957	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__
PN6RB.vae.32416	GCF14862	PN6RB.vae.32416_k141_2321821.region001	GCC14862	k141_2321821	k141_2321821	terpene	Terpene	NA	NA	21661	PN6RB.vae.32416	metagenome-assembly	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__CAZU01	s__CAZU01 sp934255405
PN6RB.vae.32906	GCF14863	PN6RB.vae.32906_k141_2254871.region001	GCC14846	k141_2254871	k141_2254871	cyclic-lactone-autoinducer	RiPPs	NA	NA	20755	PN6RB.vae.32906	metagenome-assembly	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__RUG705	s__
PN6RB.vae.7066	GCF03497	PN6RL.vae.3790_k141_183674.region001	GCC03497	k141_183674	k141_183674	ranthipeptide	RiPPs	NA	NA	9017	PN6RL.vae.3790	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__
PN6RB.vae.7066	GCF04507	PN6RB.vae.7066_k141_713792.region001	GCC13463	k141_713792	k141_713792	cyclic-lactone-autoinducer	RiPPs	NA	NA	20564	PN6RB.vae.7066	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__
PN6RB.vae.7066	GCF07950	PN6RB.vae.7066_k141_1266186.region001	GCC07950	k141_1266186	k141_1266186	hglE-KS	PKSother	NA	NA	21968	PN6RB.vae.7066	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__
PN6RB.vae.7066	GCF13229	PN6RB.vae.7066_k141_1154283.region001	GCC13229	k141_1154283	k141_1154283	ranthipeptide	RiPPs	NA	NA	10130	PN6RB.vae.7066	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__
PN6RB.vae.7066	GCF14879	PN6RB.vae.7066_k141_1982820.region001	GCC13535	k141_1982820	k141_1982820	lassopeptide	RiPPs	NA	NA	7584	PN6RB.vae.7066	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__
PN6RB.vae.7066	GCF14880	PN6RB.vae.7066_k141_35003.region001	GCC14751	k141_35003	k141_35003	NRPS-like	NRPS	NA	NA	6870	PN6RB.vae.7066	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__
PN6RB.vae.7066	GCF14881	PN6RB.vae.7066_k141_475150.region001	GCC08366	k141_475150	k141_475150	NRPS	NRPS	NA	NA	6099	PN6RB.vae.7066	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__
PN6RB.vae.7066	GCF14883	PN6RB.vae.7066_k141_822622.region001	GCC10171	k141_822622	k141_822622	cyclic-lactone-autoinducer	RiPPs	NA	NA	8077	PN6RB.vae.7066	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__
PN6RC.bin.176	GCF14905	PN6RC.bin.176_k141_2464824.region001	GCC14905	k141_2464824	k141_2464824	ectoine	Others	NA	NA	5181	PN6RC.bin.176	metagenome-assembly	d__Bacteria	p__Actinomycetota	c__Thermoleophilia	o__Solirubrobacterales	f__70-9	g__	s__
PN6RC.bin.92	GCF12852	PN6RC.bin.92_k141_933543.region001	GCC12852	k141_933543	k141_933543	arylpolyene	Others	NA	NA	12550	PN6RC.bin.92	metagenome-assembly	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__
PN6RC.bin.92	GCF15474	PN6RC.bin.92_k141_389655.region001	GCC15474	k141_389655	k141_389655	arylpolyene	Others	NA	NA	16344	PN6RC.bin.92	metagenome-assembly	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__
PN6RC.vae.10670	GCF02978	PN6RC.vae.10670_k141_467207.region001	GCC04874	k141_467207	k141_467207	terpene	Terpene	NA	NA	20819	PN6RC.vae.10670	metagenome-assembly	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Rummeliibacillus	s__Rummeliibacillus sp003576525
PN6RC.vae.10670	GCF02979	J1055_NODE_31.region001	GCC12821	NODE_31	NODE_31	PKS-like	PKSother	NA	NA	37281	J1055	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Rummeliibacillus	s__Rummeliibacillus sp003576525
PN6RC.vae.10670	GCF02981	PN6RC.vae.10670_k141_1967782.region001	GCC09922	k141_1967782	k141_1967782	RRE-containing	RiPPs	NA	NA	20258	PN6RC.vae.10670	metagenome-assembly	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Rummeliibacillus	s__Rummeliibacillus sp003576525
PN6RC.vae.10670	GCF02982	J1055_NODE_45.region001	GCC03190	NODE_45	NODE_45	NRPS	NRPS	NA	NA	20062	J1055	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Rummeliibacillus	s__Rummeliibacillus sp003576525
PN6RC.vae.10670	GCF14926	J1055_NODE_32.region001	GCC09729	NODE_32	NODE_32	T3PKS	PKSother	NA	NA	31305	J1055	isolate	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Rummeliibacillus	s__Rummeliibacillus sp003576525
PN6RC.vae.11816	GCF14928	PN6RC.vae.11816_k141_1637773.region001	GCC06924	k141_1637773	k141_1637773	RRE-containing	RiPPs	NA	NA	11067	PN6RC.vae.11816	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Dysosmobacter	s__
PN6RC.vae.11816	GCF14929	PN6RC.vae.11816_k141_359300.region001	GCC03571	k141_359300	k141_359300	RRE-containing	RiPPs	NA	NA	20360	PN6RC.vae.11816	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Dysosmobacter	s__
PN6RC.vae.13639	GCF10703	PN6RC.vae.13639_k141_618825.region001	GCC10703	k141_618825	k141_618825	ranthipeptide	RiPPs	NA	NA	21353	PN6RC.vae.13639	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__
PN6RC.vae.13639	GCF12770	PN3LG.vae.4785_k141_152462.region001	GCC07775	k141_152462	k141_152462	RRE-containing	RiPPs	NA	NA	11453	PN3LG.vae.4785	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__
PN6RC.vae.1485	GCF12659	PN6RC.vae.1485_k141_3056277.region001	GCC10398	k141_3056277	k141_3056277	ranthipeptide	RiPPs	NA	NA	11340	PN6RC.vae.1485	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium saudiense
PN6RC.vae.1485	GCF14938	PN9RJ.vae.667_k141_1936991.region001	GCC11986	k141_1936991	k141_1936991	cyclic-lactone-autoinducer	RiPPs	NA	NA	11001	PN9RJ.vae.667	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium saudiense
PN6RC.vae.14954	GCF11262	PN6RC.vae.14954_k141_1574038.region001	GCC15931	k141_1574038	k141_1574038	terpene	Terpene	NA	NA	21059	PN6RC.vae.14954	metagenome-assembly	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales_A	f__Succinivibrionaceae	g__Succinivibrio	s__Succinivibrio hippei_B
PN6RC.vae.16352	GCF14942	PN2RE.vae.9727_k141_1498953.region001	GCC05809	k141_1498953	k141_1498953	ranthipeptide	RiPPs	NA	NA	9049	PN2RE.vae.9727	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
PN6RC.vae.17722	GCF05731	PN6RC.vae.17722_k141_1268302.region001	GCC02858	k141_1268302	k141_1268302	RRE-containing	RiPPs	NA	NA	10921	PN6RC.vae.17722	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Dorea_A	s__Dorea_A sp022769185
PN6RC.vae.17722	GCF14944	PN6RC.vae.17722_k141_2026933.region001	GCC15123	k141_2026933	k141_2026933	RRE-containing	RiPPs	NA	NA	11466	PN6RC.vae.17722	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Dorea_A	s__Dorea_A sp022769185
PN6RC.vae.17722	GCF14945	PN6RC.vae.17722_k141_407531.region001	GCC13037	k141_407531	k141_407531	ranthipeptide	RiPPs	NA	NA	12663	PN6RC.vae.17722	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Dorea_A	s__Dorea_A sp022769185
PN6RC.vae.18865	GCF07242	PN14RL.vae.2000_k141_1696597.region001	GCC18306	k141_1696597	k141_1696597	NRPS-like	NRPS	NA	NA	10266	PN14RL.vae.2000	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_AN	s__
PN6RC.vae.18865	GCF07537	PN3LG.vae.7946_k141_135841.region001	GCC07537	k141_135841	k141_135841	ranthipeptide	RiPPs	NA	NA	21655	PN3LG.vae.7946	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_AN	s__
PN6RC.vae.18865	GCF08106	PN15RI.vae.2675_k141_526729.region001	GCC14967	k141_526729	k141_526729	betalactone	Others	NA	NA	22782	PN15RI.vae.2675	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_AN	s__
PN6RC.vae.18865	GCF08316	PN16RT.vae.2858_k141_736501.region001	GCC08316	k141_736501	k141_736501	NRPS-like	NRPS	NA	NA	10388	PN16RT.vae.2858	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_AN	s__
PN6RC.vae.18865	GCF08317	PN16RD.vae.2857_k141_525558.region001	GCC10198	k141_525558	k141_525558	cyclic-lactone-autoinducer	RiPPs	NA	NA	5579	PN16RD.vae.2857	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_AN	s__
PN6RC.vae.18865	GCF08611	PN16RI.vae.1127_k141_571512.region001	GCC16561	k141_571512	k141_571512	cyclic-lactone-autoinducer	RiPPs	NA	NA	6094	PN16RI.vae.1127	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_AN	s__
PN6RC.vae.18865	GCF12409	PN14RH.vae.2860_k141_124438.region001	GCC07537	k141_124438	k141_124438	ranthipeptide	RiPPs	NA	NA	12844	PN14RH.vae.2860	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_AN	s__
PN6RC.vae.18865	GCF12658	PN15RI.vae.2675_k141_448938.region001	GCC03389	k141_448938	k141_448938	cyclic-lactone-autoinducer	RiPPs	NA	NA	15147	PN15RI.vae.2675	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_AN	s__
PN6RC.vae.19415	GCF13710	PN6RO.vae.20439_k141_1054741.region001	GCC13710	k141_1054741	k141_1054741	RRE-containing	RiPPs	NA	NA	9041	PN6RO.vae.20439	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__
PN6RC.vae.2859	GCF14955	PN6RC.vae.2859_k141_324371.region001	GCC03249	k141_324371	k141_324371	RRE-containing	RiPPs	NA	NA	8859	PN6RC.vae.2859	metagenome-assembly	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Selenomonas_C	s__
PN6RC.vae.3581	GCF04320	PN10RO.vae.48589_k141_1298955.region001	GCC03225	k141_1298955	k141_1298955	RRE-containing	RiPPs	NA	NA	11739	PN10RO.vae.48589	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
PN6RC.vae.3581	GCF06005	PN13RE.vae.19509_k141_901684.region001	GCC15830	k141_901684	k141_901684	RRE-containing	RiPPs	NA	NA	10673	PN13RE.vae.19509	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
PN6RC.vae.3581	GCF12680	PN3LE.vae.15738_k141_846289.region001	GCC12680	k141_846289	k141_846289	RRE-containing	RiPPs	NA	NA	13403	PN3LE.vae.15738	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
PN6RC.vae.3581	GCF15374	PN6RC.vae.3581_k141_1835632.region001	GCC04274	k141_1835632	k141_1835632	RRE-containing	RiPPs	NA	NA	11844	PN6RC.vae.3581	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
PN6RC.vae.3581	GCF16005	PN7RM.vae.9115_k141_739596.region001	GCC03688	k141_739596	k141_739596	RRE-containing	RiPPs	NA	NA	8957	PN7RM.vae.9115	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
PN6RC.vae.4761	GCF06641	PN6RC.vae.4761_k141_101578.region001	GCC06641	k141_101578	k141_101578	ranthipeptide	RiPPs	NA	NA	5016	PN6RC.vae.4761	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Lawsonibacter	s__Lawsonibacter sp905215425
PN6RC.vae.4761	GCF10246	PN1RD.vae.113612_k141_1204147.region001	GCC10246	k141_1204147	k141_1204147	ranthipeptide	RiPPs	NA	NA	15612	PN1RD.vae.113612	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Lawsonibacter	s__Lawsonibacter sp905215425
PN6RC.vae.6433	GCF17947	PN9RF.bin.62_k141_1658417.region001	GCC17660	k141_1658417	k141_1658417	cyclic-lactone-autoinducer	RiPPs	NA	NA	12067	PN9RF.bin.62	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__CAKXIK01	s__
PN6RC.vae.8122	GCF14970	PN6RC.vae.8122_k141_804256.region001	GCC08399	k141_804256	k141_804256	NRPS-like	NRPS	NA	NA	5781	PN6RC.vae.8122	metagenome-assembly	d__Bacteria	p__Bacillota	c__Bacilli	o__RFN20	f__CAG-826	g__Onthovivens	s__Onthovivens sp016302065
PN6RC.vae.9743	GCF14972	PN9RI.vae.18976_k141_872111.region001	GCC06909	k141_872111	k141_872111	cyclic-lactone-autoinducer	RiPPs	NA	NA	12062	PN9RI.vae.18976	metagenome-assembly	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__CAG-302	s__CAG-302 sp900543825
PN6RD.bin.26	GCF08664	PN6RD.bin.26_k141_514490.region001	GCC10605	k141_514490	k141_514490	arylpolyene	Others	NA	NA	9625	PN6RD.bin.26	metagenome-assembly	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter variabilis
PN6RD.bin.34	GCF11950	PN6RM.bin.72_k141_692071.region001	GCC14470	k141_692071	k141_692071	ranthipeptide	RiPPs	NA	NA	8159	PN6RM.bin.72	metagenome-assembly	d__Bacteria	p__Bacillota_C	c__	o__	f__	g__	s__
PN6RD.bin.34	GCF11952	PN3CC.bin.109_k141_2398652.region001	GCC11952	k141_2398652	k141_2398652	NRPS	NRPS	NA	NA	15828	PN3CC.bin.109	metagenome-assembly	d__Bacteria	p__Bacillota_C	c__	o__	f__	g__	s__
PN6RD.bin.34	GCF11953	PN6RD.bin.34_k141_1200934.region001	GCC03110	k141_1200934	k141_1200934	proteusin.RiPP-like	RiPPs	NA	NA	13903	PN6RD.bin.34	metagenome-assembly	d__Bacteria	p__Bacillota_C	c__	o__	f__	g__	s__
PN6RD.bin.34	GCF14980	PN6RD.bin.34_k141_147875.region001	GCC02933	k141_147875	k141_147875	NRPS-like	NRPS	NA	NA	15039	PN6RD.bin.34	metagenome-assembly	d__Bacteria	p__Bacillota_C	c__	o__	f__	g__	s__
PN6RD.bin.34	GCF14981	PN6RD.bin.34_k141_443212.region001	GCC06439	k141_443212	k141_443212	ranthipeptide	RiPPs	NA	NA	9198	PN6RD.bin.34	metagenome-assembly	d__Bacteria	p__Bacillota_C	c__	o__	f__	g__	s__
PN6RD.bin.34	GCF15347	PN6RJ.vae.12206_k141_1643104.region001	GCC05470	k141_1643104	k141_1643104	NRPS	NRPS	NA	NA	7061	PN6RJ.vae.12206	metagenome-assembly	d__Bacteria	p__Bacillota_C	c__	o__	f__	g__	s__
PN6RD.bin.34	GCF15504	PN6RM.bin.72_k141_954020.region001	GCC15504	k141_954020	k141_954020	NRPS-like	NRPS	NA	NA	6482	PN6RM.bin.72	metagenome-assembly	d__Bacteria	p__Bacillota_C	c__	o__	f__	g__	s__
PN6RD.vae.1901	GCF03579	PN6RC.vae.7016_k141_67469.region001	GCC04984	k141_67469	k141_67469	RiPP-like	RiPPs	NA	NA	9947	PN6RC.vae.7016	metagenome-assembly	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema_D	s__
PN6RD.vae.1901	GCF14967	PN6RC.vae.7016_k141_2042511.region001	GCC14967	k141_2042511	k141_2042511	arylpolyene	Others	NA	NA	5483	PN6RC.vae.7016	metagenome-assembly	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema_D	s__
PN6RD.vae.1901	GCF17116	PN8RE.vae.15549_k141_969968.region001	GCC08379	k141_969968	k141_969968	arylpolyene	Others	NA	NA	9420	PN8RE.vae.15549	metagenome-assembly	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema_D	s__
PN6RD.vae.25455	GCF14994	PN6RD.vae.25455_k141_1539863.region001	GCC09862	k141_1539863	k141_1539863	ranthipeptide	RiPPs	NA	NA	13066	PN6RD.vae.25455	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
PN6RD.vae.2816	GCF14998	PN6RD.vae.2816_k141_810720.region001	GCC14998	k141_810720	k141_810720	RRE-containing	RiPPs	NA	NA	16786	PN6RD.vae.2816	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
PN6RD.vae.5253	GCF15007	PN6RD.vae.5253_k141_2280266.region001	GCC10617	k141_2280266	k141_2280266	ranthipeptide	RiPPs	NA	NA	6757	PN6RD.vae.5253	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__CAG-115	s__
PN6RD.vae.5253	GCF15008	PN6RD.vae.5253_k141_33956.region001	GCC08818	k141_33956	k141_33956	ladderane	Others	NA	NA	9694	PN6RD.vae.5253	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__CAG-115	s__
PN6RD.vae.642	GCF15012	PN6RD.vae.642_k141_603566.region001	GCC15012	k141_603566	k141_603566	T1PKS	PKSI	NA	NA	5645	PN6RD.vae.642	metagenome-assembly	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__Mycobacterium kumamotonense
PN6RD.vae.921	GCF11480	PN6RD.vae.921_k141_986505.region001	GCC07515	k141_986505	k141_986505	ranthipeptide	RiPPs	NA	NA	21815	PN6RD.vae.921	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__SIG307	s__SIG307 sp945622055
PN6RD.vae.921	GCF15022	PN6RD.vae.921_k141_1592044.region001	GCC06909	k141_1592044	k141_1592044	cyclic-lactone-autoinducer	RiPPs	NA	NA	11116	PN6RD.vae.921	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__SIG307	s__SIG307 sp945622055
PN6RD.vae.921	GCF15023	PN6RD.vae.921_k141_1840648.region001	GCC11865	k141_1840648	k141_1840648	cyclic-lactone-autoinducer	RiPPs	NA	NA	10395	PN6RD.vae.921	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__SIG307	s__SIG307 sp945622055
PN6RE.bin.46	GCF16575	PN4RC.bin.26_k141_1550841.region001	GCC05480	k141_1550841	k141_1550841	arylpolyene	Others	NA	NA	8971	PN4RC.bin.26	metagenome-assembly	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__SFRY01	s__SFRY01 sp004562065
PN6RE.vae.18336	GCF06645	PN1LC.vae.3362_k141_432383.region001	GCC06645	k141_432383	k141_432383	arylpolyene	Others	NA	NA	22125	PN1LC.vae.3362	metagenome-assembly	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__SFTJ01	s__SFTJ01 sp945612775
PN6RE.vae.18336	GCF06771	PN14RO.vae.11183_k141_67416.region001	GCC06645	k141_67416	k141_67416	arylpolyene	Others	NA	NA	31667	PN14RO.vae.11183	metagenome-assembly	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__SFTJ01	s__SFTJ01 sp945612775
PN6RE.vae.18720	GCF03667	PN10RD.vae.15961_k141_1220730.region001	GCC11748	k141_1220730	k141_1220730	ranthipeptide	RiPPs	NA	NA	21517	PN10RD.vae.15961	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Emergencia	s__
PN6RE.vae.18720	GCF03669	PN10RC.vae.16945_k141_459224.region001	GCC17008	k141_459224	k141_459224	betalactone	Others	NA	NA	25306	PN10RC.vae.16945	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Emergencia	s__
PN6RE.vae.18720	GCF15999	PN2RF.vae.11337_k141_579691.region001	GCC15087	k141_579691	k141_579691	cyclic-lactone-autoinducer	RiPPs	NA	NA	20724	PN2RF.vae.11337	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Emergencia	s__
PN6RE.vae.2948	GCF05562	PN12RD.vae.4577_k141_370110.region001	GCC06839	k141_370110	k141_370110	betalactone	Others	NA	NA	14383	PN12RD.vae.4577	metagenome-assembly	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides sp900769145
PN6RE.vae.2948	GCF06523	PN4RA.vae.16544_k141_286072.region001	GCC16110	k141_286072	k141_286072	arylpolyene	Others	NA	NA	28556	PN4RA.vae.16544	metagenome-assembly	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides sp900769145
PN6RE.vae.2948	GCF06524	PN4RA.vae.16544_k141_402807.region001	GCC10604	k141_402807	k141_402807	RRE-containing	RiPPs	NA	NA	19169	PN4RA.vae.16544	metagenome-assembly	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides sp900769145
PN6RE.vae.2948	GCF06636	PN6RD.vae.8514_k141_1564679.region001	GCC10605	k141_1564679	k141_1564679	arylpolyene	Others	NA	NA	17595	PN6RD.vae.8514	metagenome-assembly	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides sp900769145
PN6RE.vae.2948	GCF07423	PN3RB.bin.174_k141_1380963.region001	GCC10604	k141_1380963	k141_1380963	RRE-containing	RiPPs	NA	NA	6139	PN3RB.bin.174	metagenome-assembly	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides sp900769145
PN6RE.vae.2948	GCF08172	PN3CA.vae.7247_k141_408910.region001	GCC08172	k141_408910	k141_408910	arylpolyene	Others	NA	NA	6945	PN3CA.vae.7247	metagenome-assembly	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides sp900769145
PN6RE.vae.2948	GCF10605	PN13RI.vae.15067_k141_225655.region001	GCC10605	k141_225655	k141_225655	arylpolyene	Others	NA	NA	17474	PN13RI.vae.15067	metagenome-assembly	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides sp900769145
PN6RE.vae.2948	GCF11483	PN11RM.vae.4055_k141_1102079.region001	GCC10605	k141_1102079	k141_1102079	arylpolyene	Others	NA	NA	24027	PN11RM.vae.4055	metagenome-assembly	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides sp900769145
PN6RE.vae.2948	GCF12907	PN3RB.bin.174_k141_1020552.region001	GCC10604	k141_1020552	k141_1020552	RRE-containing	RiPPs	NA	NA	6463	PN3RB.bin.174	metagenome-assembly	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides sp900769145
PN6RE.vae.2948	GCF13677	PN2CF.vae.3395_k141_1950740.region001	GCC08172	k141_1950740	k141_1950740	arylpolyene	Others	NA	NA	23026	PN2CF.vae.3395	metagenome-assembly	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides sp900769145
