name	vOTU_rename	contig_len	provirus	checkv_quality	miuvig_quality	completeness	contamination	family	host	type	expand	AMG_count
PN2CD|k141_1013404	vOTU_10106	38288	No	Medium-quality	Genome-fragment	73.23	0	Unclassified	Unknown	lysogenic	No	0
PN2CD|k141_302756	vOTU_10107	15551	No	Medium-quality	Genome-fragment	70.45	0	Unclassified	Unknown	lytic	No	0
PN2CE|k141_1481865	vOTU_10108	28924	No	Medium-quality	Genome-fragment	83.07	0	Unclassified	Unknown	lytic	No	0
PN2CE|k141_771349	vOTU_10109	21483	No	High-quality	High-quality	92.74	0	Unclassified	Unknown	lysogenic	No	0
PN2CG|k141_746559	vOTU_10110	13544	No	Medium-quality	Genome-fragment	67.41	0	Unclassified	Unknown	lytic	No	0
PN2CG|k141_982664	vOTU_10111	18129	No	Medium-quality	Genome-fragment	76.09	0	Unclassified	Unknown	lysogenic	No	0
PN2CI|k141_1472908	vOTU_10112	27495	No	Complete	High-quality	100	0	Unclassified	Unknown	lytic	No	0
PN2CI|k141_2648943_1	vOTU_10113	15855	No	Medium-quality	Genome-fragment	50.41	0	Unclassified	Unknown	lytic	No	0
PN2CJ|k141_1514507	vOTU_10114	26910	No	Medium-quality	Genome-fragment	74.2	0	Unclassified	Unknown	lytic	No	0
PN2CJ|k141_2514295	vOTU_10115	42607	No	Complete	High-quality	100	0	Unclassified	Unknown	lytic	No	0
PN2LF|k141_1689573	vOTU_10116	52212	No	Medium-quality	Genome-fragment	80.39	0	Unclassified	Unknown	lytic	No	0
PN2LG|k141_1419450	vOTU_10117	11526	No	Medium-quality	Genome-fragment	51.35	0	Unclassified	Unknown	lytic	No	0
PN2LI|k141_1859350	vOTU_10118	14757	No	Medium-quality	Genome-fragment	61.61	0	Unclassified	Unknown	lytic	No	0
PN2LJ|k141_246084	vOTU_10119	57756	No	Complete	High-quality	100	0	Unclassified	Unknown	lytic	No	0
PN2RA|k141_2852959	vOTU_10120	57111	No	Complete	High-quality	100	0	Unclassified	Unknown	lytic	No	0
PN2RB|k141_2111422	vOTU_10121	47170	No	Medium-quality	Genome-fragment	79.16	0	Unclassified	Unknown	lysogenic	No	0
PN2RC|k141_1611683	vOTU_10122	33264	No	Medium-quality	Genome-fragment	52.8	0	Unclassified	Unknown	lytic	No	0
PN2RF|k141_2641296	vOTU_10123	26462	No	Medium-quality	Genome-fragment	54.21	0	Unclassified	Unknown	lytic	No	0
PN2RG|k141_1139569	vOTU_10124	22874	No	Medium-quality	Genome-fragment	54.98	0	Unclassified	Unknown	lytic	No	0
PN2RG|k141_609051	vOTU_10125	37113	No	Complete	High-quality	100	0	Unclassified	Unknown	lytic	No	0
PN3CA|k141_816	vOTU_10126	26244	No	Medium-quality	Genome-fragment	63.03	0	Unclassified	Unknown	lytic	No	0
PN3CD|k141_524924	vOTU_10127	9485	No	Medium-quality	Genome-fragment	69.9	0	Unclassified	Unknown	lysogenic	No	0
PN3CF|k141_2381917	vOTU_10128	7914	No	Medium-quality	Genome-fragment	62.81	0	Unclassified	Unknown	lytic	No	0
PN3CF|k141_2616481	vOTU_10129	26288	No	Complete	High-quality	100	0	Unclassified	Unknown	lytic	No	0
PN3CF|k141_2616538	vOTU_10130	23135	No	Complete	High-quality	100	0	Unclassified	Unknown	lytic	No	0
PN3CF|k141_945884	vOTU_10131	12906	No	Medium-quality	Genome-fragment	60.68	0	Unclassified	Unknown	lytic	No	0
PN3DG|k141_423470	vOTU_10132	40277	No	Medium-quality	Genome-fragment	79.21	0	Unclassified	Unknown	lytic	No	0
PN3LA|k141_1545299	vOTU_10133	39803	No	Medium-quality	Genome-fragment	64.88	0	Unclassified	Unknown	lytic	No	0
PN3LF|k141_461078	vOTU_10134	15486	No	Medium-quality	Genome-fragment	74.09	0	Unclassified	Unknown	lytic	No	0
PN3RA|k141_2552988	vOTU_10135	10638	No	Medium-quality	Genome-fragment	74.5	0	Unclassified	Unknown	lytic	No	0
PN3RD|k141_1590708	vOTU_10136	33635	No	Medium-quality	Genome-fragment	78.02	0	Unclassified	Unknown	lytic	No	0
PN3RG|k141_125567_1	vOTU_10137	28174	No	Medium-quality	Genome-fragment	74.03	0	Unclassified	Unknown	lysogenic	No	0
PN4RA|k141_1320692	vOTU_10138	20379	No	Medium-quality	Genome-fragment	64.57	0	Unclassified	Unknown	lytic	No	0
PN4RB|k141_1841905	vOTU_10139	14175	No	Complete	High-quality	100	0	Unclassified	Unknown	lytic	No	0
PN4RB|k141_93643	vOTU_10140	22148	No	High-quality	High-quality	95.31	0	Unclassified	Unknown	lytic	No	0
PN4RD|k141_389499	vOTU_10141	14136	No	Medium-quality	Genome-fragment	52.01	0	Unclassified	Unknown	lytic	No	0
PN4RE|k141_1356647	vOTU_10142	35481	No	Medium-quality	Genome-fragment	66.56	0	Unclassified	Unknown	lytic	No	0
PN4RE|k141_1849327	vOTU_10143	37531	No	High-quality	High-quality	100	0	Unclassified	Unknown	lytic	No	0
PN4RG|k141_1187498_1	vOTU_10144	28463	No	Medium-quality	Genome-fragment	82.9	0	Unclassified	Unknown	lytic	No	0
PN4RG|k141_341554	vOTU_10145	43872	No	Medium-quality	Genome-fragment	86.98	0	Unclassified	Unknown	lytic	No	0
PN5CB|k141_630261	vOTU_10146	21240	No	Medium-quality	Genome-fragment	53.15	0	Unclassified	Unknown	lytic	No	0
PN5CC|k141_241785	vOTU_10147	16410	No	Medium-quality	Genome-fragment	77.38	0	Unclassified	Unknown	lytic	No	0
PN5CH|k141_21904	vOTU_10148	10966	No	High-quality	High-quality	100	0	Unclassified	Unknown	lysogenic	No	0
PN5IE|k141_229370	vOTU_10149	34942	No	Medium-quality	Genome-fragment	65.42	0	Unclassified	Unknown	lytic	No	0
PN5JD|k141_147244	vOTU_10150	12284	No	High-quality	High-quality	100	0	Unclassified	Unknown	lytic	No	0
PN5JD|k141_457337	vOTU_10151	12855	No	Medium-quality	Genome-fragment	66.04	0	Unclassified	Unknown	lysogenic	No	0
PN5LB|k141_77188	vOTU_10152	26863	No	Medium-quality	Genome-fragment	75.36	0	Unclassified	Unknown	lytic	No	0
PN5LE|k141_258689_1	vOTU_10153	14871	No	High-quality	High-quality	93.18	0	Unclassified	Unknown	lysogenic	No	0
PN5RA|k141_1097670_1	vOTU_10154	13428	No	Medium-quality	Genome-fragment	58.51	0	Unclassified	Unknown	lysogenic	No	0
PN5RB|k141_748359	vOTU_10155	31845	No	Medium-quality	Genome-fragment	84.76	0	Unclassified	Unknown	lysogenic	No	0
PN5RF|k141_1132113	vOTU_10156	8022	No	Medium-quality	Genome-fragment	65.01	0	Unclassified	Unknown	lytic	No	0
PN5RG|k141_747107	vOTU_10157	36362	No	Medium-quality	Genome-fragment	89.32	0	Unclassified	Unknown	lytic	No	0
PN6RD|k141_2062074	vOTU_10158	23097	No	Medium-quality	Genome-fragment	71.81	0	Unclassified	Unknown	lytic	No	0
PN6RF|k141_1037053	vOTU_10159	10986	No	Medium-quality	Genome-fragment	76.57	0	Unclassified	Unknown	lytic	No	0
PN6RG|k141_1217122	vOTU_10160	24338	No	High-quality	High-quality	100	0	Unclassified	Unknown	lysogenic	No	0
PN6RJ|k141_648753	vOTU_10161	17850	No	Medium-quality	Genome-fragment	60.11	0	Unclassified	Unknown	lytic	No	0
PN6RK|k141_533849	vOTU_10162	11455	No	Complete	High-quality	100	0	Unclassified	Unknown	lysogenic	No	0
PN6RM|k141_78449	vOTU_10163	16099	No	Medium-quality	Genome-fragment	55.81	0	Unclassified	Unknown	lytic	No	0
PN6RO|k141_1047849	vOTU_10164	27238	No	Medium-quality	Genome-fragment	51.16	0	Unclassified	Unknown	lytic	No	0
PN6RO|k141_595360	vOTU_10165	10643	No	Medium-quality	Genome-fragment	81.84	0	Unclassified	Unknown	lysogenic	No	0
PN6RO|k141_663546	vOTU_10166	25396	No	Complete	High-quality	100	0	Unclassified	Unknown	lytic	No	0
PN6RR|k141_322829	vOTU_10167	29713	No	Medium-quality	Genome-fragment	85.57	0	Unclassified	Unknown	lytic	No	0
PN6RS|k141_1520345	vOTU_10168	31053	No	High-quality	High-quality	96.6	0	Unclassified	Unknown	lytic	No	0
PN6RS|k141_1908620_1	vOTU_10169	71262	No	Medium-quality	Genome-fragment	67.42	0	Unclassified	Unknown	lysogenic	No	0
PN6RS|k141_245516	vOTU_10170	32505	No	High-quality	High-quality	100	0	Unclassified	Unknown	lytic	No	0
PN7RA|k141_424356	vOTU_10171	19668	No	Medium-quality	Genome-fragment	51.23	0	Unclassified	Unknown	lytic	No	0
PN7RF|k141_2081928	vOTU_10172	36855	No	Medium-quality	Genome-fragment	62.43	0	Unclassified	Unknown	lytic	No	0
PN7RG|k141_186759	vOTU_10173	11438	No	Medium-quality	Genome-fragment	79.86	0	Unclassified	Unknown	lysogenic	No	0
PN7RH|k141_1594756	vOTU_10174	13886	No	Medium-quality	Genome-fragment	83.57	0	Unclassified	Unknown	lytic	No	0
PN7RH|k141_179689	vOTU_10175	15972	No	Medium-quality	Genome-fragment	69.1	0	Unclassified	Unknown	lytic	No	0
PN7RH|k141_537295	vOTU_10176	14741	No	High-quality	High-quality	100	0	Unclassified	Unknown	lytic	No	0
PN7RI|k141_69475	vOTU_10177	11780	No	Complete	High-quality	100	0	Unclassified	Unknown	lysogenic	No	0
PN7RK|k141_1995696_1	vOTU_10178	38166	No	High-quality	High-quality	100	0	Unclassified	Unknown	lytic	No	0
PN7RM|k141_633562	vOTU_10179	9982	No	Medium-quality	Genome-fragment	68.61	0	Unclassified	Unknown	lysogenic	No	0
PN7RM|k141_91258	vOTU_10180	19108	No	Medium-quality	Genome-fragment	57.63	0	Unclassified	Unknown	lytic	No	0
PN7RN|k141_1811425	vOTU_10181	17238	No	Medium-quality	Genome-fragment	75.42	0	Unclassified	Unknown	lytic	No	0
PN7RO|k141_1092498	vOTU_10182	43623	No	High-quality	High-quality	100	0	Unclassified	Unknown	lytic	No	0
PN7RO|k141_1655321	vOTU_10183	56188	No	Complete	High-quality	100	0	Unclassified	Unknown	lytic	No	0
PN7RO|k141_1695223	vOTU_10184	10502	No	Medium-quality	Genome-fragment	79.88	0	Unclassified	Unknown	lysogenic	No	0
PN7RO|k141_473083	vOTU_10185	22127	No	Medium-quality	Genome-fragment	52.88	0	Unclassified	Unknown	lytic	No	0
PN7RO|k141_864182	vOTU_10186	20745	No	Medium-quality	Genome-fragment	50.87	0	Unclassified	Unknown	lysogenic	No	0
PN7RP|k141_246982	vOTU_10187	20518	No	Medium-quality	Genome-fragment	89.11	0	Unclassified	Unknown	lysogenic	No	0
PN8RA|k141_1399174	vOTU_10188	16470	No	Medium-quality	Genome-fragment	51.96	0	Unclassified	Unknown	lytic	No	0
PN8RA|k141_165330	vOTU_10189	7791	No	Medium-quality	Genome-fragment	67.89	0	Unclassified	Unknown	lytic	No	0
PN8RA|k141_640710	vOTU_10190	24263	No	Complete	High-quality	100	0	Unclassified	Unknown	lytic	No	0
PN8RB|k141_1002521	vOTU_10191	18807	No	Medium-quality	Genome-fragment	59.04	0	Unclassified	Unknown	lytic	No	0
PN8RB|k141_1590493	vOTU_10192	14522	No	Complete	High-quality	100	0	Unclassified	Unknown	lytic	No	0
PN8RC|k141_1098180	vOTU_10193	11663	No	Complete	High-quality	100	0	Unclassified	Unknown	lysogenic	No	0
PN8RD|k141_765114	vOTU_10194	26683	No	Medium-quality	Genome-fragment	68.74	0	Unclassified	Unknown	lysogenic	No	0
PN8RE|k141_858996	vOTU_10195	12217	No	Medium-quality	Genome-fragment	53.27	0	Unclassified	Unknown	lytic	No	0
PN8RF|k141_1132879	vOTU_10196	26546	No	High-quality	High-quality	100	0	Unclassified	Unknown	lytic	No	0
PN8RF|k141_410307	vOTU_10197	78626	No	Medium-quality	Genome-fragment	69.6	0	Unclassified	Unknown	lytic	No	0
PN8RF|k141_464064	vOTU_10198	17306	No	Medium-quality	Genome-fragment	76.95	0	Unclassified	Unknown	lytic	No	0
PN8RG|k141_1138483	vOTU_10199	38046	No	High-quality	High-quality	100	0	Unclassified	Unknown	lytic	No	0
PN8RG|k141_1576476	vOTU_10200	11948	No	Complete	High-quality	100	0	Unclassified	Unknown	lysogenic	No	0
PN8RG|k141_244971	vOTU_10201	36360	No	Medium-quality	Genome-fragment	76.92	0	Unclassified	Unknown	lytic	No	0
PN8RG|k141_450683	vOTU_10202	19166	No	Medium-quality	Genome-fragment	58.03	0	Unclassified	Unknown	lytic	No	0
PN8RG|k141_487041	vOTU_10203	19929	No	Medium-quality	Genome-fragment	58.49	0	Unclassified	Unknown	lytic	No	0
PN8RH|k141_4400	vOTU_10204	12289	No	Medium-quality	Genome-fragment	57.13	0	Unclassified	Unknown	lytic	No	0
PN8RH|k141_485753	vOTU_10205	14918	No	Medium-quality	Genome-fragment	63.21	0	Unclassified	Unknown	lytic	No	0
PN8RH|k141_898328	vOTU_10206	15673	No	Medium-quality	Genome-fragment	67.64	0	Unclassified	Unknown	lytic	No	0
PN8RI|k141_180231_1	vOTU_10207	31423	No	Medium-quality	Genome-fragment	56.15	0	Unclassified	Unknown	lytic	No	0
PN8RJ|k141_266445_1	vOTU_10208	13121	No	Medium-quality	Genome-fragment	56.87	0	Unclassified	Unknown	lytic	No	0
PN8RJ|k141_36274	vOTU_10209	48322	No	Medium-quality	Genome-fragment	50.5	0	Unclassified	Unknown	lytic	No	0
PN8RJ|k141_418607	vOTU_10210	15586	No	Medium-quality	Genome-fragment	67.42	0	Unclassified	Unknown	lytic	No	0
PN8RJ|k141_431576	vOTU_10211	24238	No	Medium-quality	Genome-fragment	79.19	0	Unclassified	Unknown	lytic	No	0
PN8RJ|k141_910852	vOTU_10212	13531	No	Complete	High-quality	100	0	Unclassified	Unknown	lytic	No	0
PN8RL|k141_231187	vOTU_10213	10885	No	Medium-quality	Genome-fragment	82.05	0	Unclassified	Unknown	lysogenic	No	0
PN8RM|k141_1514286	vOTU_10214	26384	No	Medium-quality	Genome-fragment	58.95	0	Unclassified	Unknown	lytic	No	0
PN8RM|k141_1773415	vOTU_10215	10816	No	Complete	High-quality	100	0	Unclassified	Unknown	lysogenic	No	0
PN8RM|k141_1773440	vOTU_10216	10168	No	Medium-quality	Genome-fragment	78.87	0	Unclassified	Unknown	lysogenic	No	0
PN8RM|k141_559850	vOTU_10217	24349	No	High-quality	High-quality	97.77	0	Unclassified	Unknown	lytic	No	0
PN8RN|k141_1461146	vOTU_10218	25134	No	Complete	High-quality	100	0	Unclassified	Unknown	lytic	No	0
PN8RO|k141_1917473	vOTU_10219	15797	No	Medium-quality	Genome-fragment	69.2	0	Unclassified	Unknown	lytic	No	0
PN8RO|k141_616214	vOTU_10220	19243	No	Medium-quality	Genome-fragment	51.2	0	Unclassified	Unknown	lytic	No	0
PN8RP|k141_1342052	vOTU_10221	11346	No	Medium-quality	Genome-fragment	51.44	0	Unclassified	Unknown	lytic	No	0
PN8RQ|k141_643362	vOTU_10222	16264	No	High-quality	High-quality	97.88	0	Unclassified	Unknown	lytic	No	0
PN8RR|k141_285405	vOTU_10223	11491	No	Medium-quality	Genome-fragment	72.91	0	Unclassified	Unknown	lysogenic	No	0
PN8RR|k141_492519	vOTU_10224	30620	No	Medium-quality	Genome-fragment	74.08	0	Unclassified	Unknown	lytic	No	0
PN8RR|k141_530015	vOTU_10225	25988	No	Medium-quality	Genome-fragment	84.89	0	Unclassified	Unknown	lytic	No	0
PN8RR|k141_797338	vOTU_10226	20463	No	Medium-quality	Genome-fragment	50.66	0	Unclassified	Unknown	lytic	No	0
PN8RS|k141_1220605	vOTU_10227	32941	No	Medium-quality	Genome-fragment	79.21	0	Unclassified	Unknown	lytic	No	0
PN8RS|k141_1395640	vOTU_10228	24929	No	Medium-quality	Genome-fragment	55.03	0	Unclassified	Unknown	lytic	No	0
PN8RS|k141_1560288	vOTU_10229	11321	No	Complete	High-quality	100	0	Unclassified	Unknown	lysogenic	No	0
PN8RS|k141_205579	vOTU_10230	24578	No	Medium-quality	Genome-fragment	59.12	0	Unclassified	Unknown	lytic	No	0
PN8RS|k141_302428	vOTU_10231	25704	No	Complete	High-quality	100	0	Unclassified	Unknown	lysogenic	No	0
PN8RS|k141_36032	vOTU_10232	15417	No	Medium-quality	Genome-fragment	66.65	0	Unclassified	Unknown	lytic	No	0
PN8RS|k141_4126	vOTU_10233	21889	No	Medium-quality	Genome-fragment	69.73	0	Unclassified	Unknown	lytic	No	0
PN8RS|k141_922025	vOTU_10234	32131	No	Medium-quality	Genome-fragment	56.21	0	Unclassified	Unknown	lytic	No	0
PN9RB|k141_585681	vOTU_10235	40672	No	Medium-quality	Genome-fragment	74.4	0	Unclassified	Unknown	lytic	No	0
PN9RC|k141_1912012_fragment_1	vOTU_10236	22218	No	Medium-quality	Genome-fragment	58.49	0	Unclassified	Unknown	lysogenic	No	0
PN9RE|k141_68769	vOTU_10237	30919	No	High-quality	High-quality	99.68	0	Unclassified	Unknown	lytic	No	0
PN9RG|k141_633256	vOTU_10238	30202	No	Medium-quality	Genome-fragment	52.1	0	Unclassified	Unknown	lytic	No	0
PN9RI|k141_463143	vOTU_10239	25155	No	High-quality	High-quality	100	0	Unclassified	Unknown	lytic	No	0
PN9RJ|k141_1010476	vOTU_10240	39895	No	High-quality	High-quality	100	0	Unclassified	Unknown	lytic	No	0
PN9RJ|k141_1941934	vOTU_10241	11074	No	Complete	High-quality	100	0	Unclassified	Unknown	lysogenic	No	0
PN9RJ|k141_745831	vOTU_10242	27614	No	Medium-quality	Genome-fragment	76.27	0	Unclassified	Unknown	lytic	No	0
PN9RJ|k141_765943	vOTU_10243	15236	No	Medium-quality	Genome-fragment	66.47	0	Unclassified	Unknown	lytic	No	0
PN9RK|k141_145134	vOTU_10244	22944	No	Medium-quality	Genome-fragment	65.05	0	Unclassified	Unknown	lytic	No	0
PN9RO|k141_1489146	vOTU_10245	23195	No	Medium-quality	Genome-fragment	61.79	0	Unclassified	Unknown	lytic	No	0
PN9RO|k141_410657	vOTU_10246	37076	No	Medium-quality	Genome-fragment	51.2	0	Unclassified	Unknown	lytic	No	0
PN9RO|k141_743723	vOTU_10247	61507	No	Complete	High-quality	100	0	Unclassified	Unknown	lysogenic	No	0
PN10RM|k141_1487399	vOTU_10248	8777	No	Medium-quality	Genome-fragment	62.81	0	Unclassified	Unknown	lytic	No	0
PN11RC|k141_880218	vOTU_10249	12012	No	Complete	High-quality	100	0	Unclassified	Unknown	lysogenic	No	0
PN11RL|k141_2428700	vOTU_10250	20456	No	High-quality	High-quality	100	0	Unclassified	Unknown	lysogenic	No	0
PN11RM|k141_286942	vOTU_10251	60525	No	High-quality	High-quality	94.46	0	Unclassified	Unknown	lytic	No	0
PN12RA|k141_74247	vOTU_10252	9593	No	High-quality	High-quality	100	0	Unclassified	Unknown	lysogenic	No	0
PN12RD|k141_1708447	vOTU_10253	24380	No	Medium-quality	Genome-fragment	52.52	0	Unclassified	Unknown	lytic	No	0
PN12RG|k141_549927	vOTU_10254	9489	No	High-quality	High-quality	100	0	Unclassified	Unknown	lysogenic	No	0
PN12RH|k141_1373943	vOTU_10255	11150	No	Medium-quality	Genome-fragment	73.82	0	Unclassified	Unknown	lysogenic	No	0
PN12RJ|k141_743858	vOTU_10256	7626	No	Medium-quality	Genome-fragment	64.22	0	Unclassified	Unknown	lysogenic	No	0
PN13RA|k141_1250145	vOTU_10257	10904	No	Medium-quality	Genome-fragment	79.69	0	Unclassified	Unknown	lytic	No	0
PN13RA|k141_943363	vOTU_10258	9401	No	High-quality	High-quality	100	0	Unclassified	Unknown	lytic	No	0
PN13RB|k141_1078021	vOTU_10259	10132	No	Medium-quality	Genome-fragment	76.27	0	Unclassified	Unknown	lysogenic	No	0
PN13RC|k141_138788	vOTU_10260	6048	No	High-quality	High-quality	100	0	Unclassified	Unknown	lytic	No	0
PN13RK|k141_1876697	vOTU_10261	13184	No	High-quality	High-quality	100	0	Unclassified	Unknown	lysogenic	No	0
PN13RL|k141_840164	vOTU_10262	5081	No	High-quality	High-quality	100	0	Unclassified	Unknown	lytic	No	0
PN13RS|k141_1196059	vOTU_10263	15081	No	Medium-quality	Genome-fragment	82.91	0	Unclassified	Unknown	lysogenic	No	0
PN14RK|k141_1427733	vOTU_10264	10665	No	Medium-quality	Genome-fragment	76.56	0	Unclassified	Unknown	lysogenic	No	0
PN14RK|k141_145665	vOTU_10265	14616	No	Medium-quality	Genome-fragment	80.35	0	Unclassified	Unknown	lysogenic	No	0
PN14RT|k141_1250842	vOTU_10266	10217	No	Medium-quality	Genome-fragment	72.74	0	Unclassified	Unknown	lysogenic	No	0
PN15RB|k141_126482	vOTU_10267	9939	No	Medium-quality	Genome-fragment	68.19	0	Unclassified	Unknown	lysogenic	No	0
PN15RB|k141_1596045	vOTU_10268	13225	No	Complete	High-quality	100	0	Unclassified	Unknown	lysogenic	No	0
PN15RG|k141_1355548	vOTU_10269	10886	No	Complete	High-quality	100	0	Unclassified	Unknown	lysogenic	No	0
PN15RJ|k141_1220422	vOTU_10270	9100	No	High-quality	High-quality	100	0	Unclassified	Unknown	lytic	No	0
PN16RB|k141_2018670	vOTU_10271	10992	No	Complete	High-quality	100	0	Unclassified	Unknown	lysogenic	No	0
PN16RE|k141_1203373	vOTU_10272	9879	No	Complete	High-quality	100	0	Unclassified	Unknown	lysogenic	No	0
PN16RE|k141_1433174	vOTU_10273	8705	No	Medium-quality	Genome-fragment	60.96	0	Unclassified	Unknown	lytic	No	0
PN16RE|k141_1662239	vOTU_10274	10410	No	Medium-quality	Genome-fragment	64.7	0	Unclassified	Unknown	lysogenic	No	0
PN16RE|k141_1662242	vOTU_10275	13544	No	Complete	High-quality	100	0	Unclassified	Unknown	lysogenic	No	0
PN16RL|k141_1449078	vOTU_10276	9141	No	Medium-quality	Genome-fragment	69.72	0	Unclassified	Unknown	lysogenic	No	0
PN16RN|k141_949784	vOTU_10277	12430	No	High-quality	High-quality	90.12	0	Unclassified	Unknown	lysogenic	No	0
PN16RP|k141_866965	vOTU_10278	8369	No	Medium-quality	Genome-fragment	60.31	0	Unclassified	Unknown	lysogenic	No	0
PN16RQ|k141_455538	vOTU_10279	10221	No	Medium-quality	Genome-fragment	78.91	0	Unclassified	Unknown	lysogenic	No	0
PN1CD|k141_2006784	vOTU_10280	8434	No	Medium-quality	Genome-fragment	62.79	0	Unclassified	Unknown	lysogenic	No	0
PN1CF|k141_257435	vOTU_10281	5983	No	High-quality	High-quality	100	0	Unclassified	Unknown	lysogenic	No	0
PN1CH|k141_747180	vOTU_10282	9035	No	Medium-quality	Genome-fragment	65.28	0	Unclassified	Unknown	lytic	No	0
PN1CL|k141_120838	vOTU_10283	11252	No	Complete	High-quality	100	0	Unclassified	Unknown	lytic	No	0
PN1DL|k141_99283	vOTU_10284	8116	No	Medium-quality	Genome-fragment	59.33	0	Unclassified	Unknown	lysogenic	No	0
PN1IK|k141_103844	vOTU_10285	9765	No	Medium-quality	Genome-fragment	70.02	0	Unclassified	Unknown	lysogenic	No	0
PN1JK|k141_48827_1	vOTU_10286	6205	No	High-quality	High-quality	100	0	Unclassified	Unknown	lysogenic	No	0
PN1RC|k141_1350389	vOTU_10287	5494	No	High-quality	High-quality	100	0	Unclassified	Unknown	lysogenic	No	0
PN1RH|k141_2160635	vOTU_10288	7035	No	Medium-quality	Genome-fragment	52.31	0	Unclassified	Unknown	lysogenic	No	0
PN1RK|k141_1425576	vOTU_10289	10934	No	Complete	High-quality	100	0	Unclassified	Unknown	lytic	No	0
PN1RK|k141_3489976	vOTU_10290	10314	No	Medium-quality	Genome-fragment	71.38	0	Unclassified	Unknown	lysogenic	No	0
PN1RL|k141_872465	vOTU_10291	9821	No	Medium-quality	Genome-fragment	73.24	0	Unclassified	Unknown	lysogenic	No	0
PN2CI|k141_1114484	vOTU_10292	9015	No	Medium-quality	Genome-fragment	67.59	0	Unclassified	Unknown	lysogenic	No	0
PN2LA|k141_1459397	vOTU_10293	11185	No	Complete	High-quality	100	0	Unclassified	Unknown	lysogenic	No	0
PN2LG|k141_1314551	vOTU_10294	8878	No	Medium-quality	Genome-fragment	65.94	0	Unclassified	Unknown	lysogenic	No	0
PN2LJ|k141_112305	vOTU_10295	10629	No	Medium-quality	Genome-fragment	75.1	0	Unclassified	Unknown	lysogenic	No	0
PN2RA|k141_102461	vOTU_10296	5092	No	High-quality	High-quality	100	0	Unclassified	Unknown	lysogenic	No	0
PN3CB|k141_1340920	vOTU_10297	9435	No	Medium-quality	Genome-fragment	79.44	0	Unclassified	Unknown	lytic	No	0
PN3CG|k141_130180	vOTU_10298	6813	No	High-quality	High-quality	100	0	Unclassified	Unknown	lysogenic	No	0
PN3CG|k141_275695	vOTU_10299	9317	No	Medium-quality	Genome-fragment	68.2	0	Unclassified	Unknown	lytic	No	0
PN3CG|k141_492286	vOTU_10300	9958	No	Medium-quality	Genome-fragment	71.07	0	Unclassified	Unknown	lysogenic	No	0
PN3LA|k141_1859251	vOTU_10301	12980	No	Complete	High-quality	100	0	Unclassified	Unknown	lysogenic	No	0
PN3LA|k141_1859340	vOTU_10302	7618	No	Medium-quality	Genome-fragment	64.15	0	Unclassified	Unknown	lysogenic	No	0
PN3LA|k141_186864	vOTU_10303	9987	No	Complete	High-quality	100	0	Unclassified	Unknown	lytic	No	0
PN3LG|k141_1110977	vOTU_10304	9457	No	Medium-quality	Genome-fragment	72.19	0	Unclassified	Unknown	lysogenic	No	0
PN3RG|k141_2685496	vOTU_10305	11171	No	Medium-quality	Genome-fragment	73.96	0	Unclassified	Unknown	lysogenic	No	0
PN3RH|k141_705973	vOTU_10306	8297	No	Medium-quality	Genome-fragment	61.27	0	Unclassified	Unknown	lysogenic	No	0
PN4RH|k141_1285026	vOTU_10307	7436	No	Medium-quality	Genome-fragment	53.32	0	Unclassified	Unknown	lysogenic	No	0
PN5CA|k141_720164	vOTU_10308	10195	No	Medium-quality	Genome-fragment	77.66	0	Unclassified	Unknown	lysogenic	No	0
PN5CA|k141_720165	vOTU_10309	11570	No	Medium-quality	Genome-fragment	63.83	0	Unclassified	Unknown	lytic	No	0
PN5CB|k141_743281	vOTU_10310	8957	No	Medium-quality	Genome-fragment	59.62	0	Unclassified	Unknown	lytic	No	0
PN5CE|k141_655969	vOTU_10311	11761	No	Complete	High-quality	100	0	Unclassified	Unknown	lysogenic	No	0
PN5RE|k141_692768	vOTU_10312	9413	No	Medium-quality	Genome-fragment	65.29	0	Unclassified	Unknown	lytic	No	0
PN5RG|k141_1041926	vOTU_10313	11402	No	Medium-quality	Genome-fragment	75.49	0	Unclassified	Unknown	lysogenic	No	0
PN5RG|k141_1041962	vOTU_10314	9229	No	Medium-quality	Genome-fragment	69.37	0	Unclassified	Unknown	lysogenic	No	0
PN6RC|k141_2184255	vOTU_10315	5027	No	High-quality	High-quality	100	0	Unclassified	Unknown	lysogenic	No	0
PN6RI|k141_84408	vOTU_10316	14612	No	High-quality	High-quality	100	0	Unclassified	Unknown	lysogenic	No	0
PN7RA|k141_1277323	vOTU_10317	9587	No	Medium-quality	Genome-fragment	68.53	0	Unclassified	Unknown	lysogenic	No	0
PN7RI|k141_1141247	vOTU_10318	8423	No	Medium-quality	Genome-fragment	60.42	0	Unclassified	Unknown	lysogenic	No	0
PN7RI|k141_1532569	vOTU_10319	6830	No	Complete	High-quality	100	0	Unclassified	Unknown	lytic	No	0
PN7RI|k141_269193	vOTU_10320	11269	No	Medium-quality	Genome-fragment	74.61	0	Unclassified	Unknown	lysogenic	No	0
PN7RI|k141_792614	vOTU_10321	5944	No	High-quality	High-quality	100	0	Unclassified	Unknown	lysogenic	No	0
PN7RK|k141_2277707	vOTU_10322	6644	No	Medium-quality	Genome-fragment	87.93	0	Unclassified	Unknown	lytic	No	0
